InvoiceDate,SiteID,SiteName,Region,Supplier,Category,InvoiceID,Quantity,UnitCost,GrossSpend,PaymentTermsDays,SourceSystem,VAT,NetSpend,Contracted,DataQualityFlag
2025-09-17,S010,Coventry Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00024,78,100.49,7837.89,30,ERP,1567.5780000000002,7837.89,N,OK
2025-09-29,S001,Preston Care & Education Centre,North,BuildCare,Facilities,INV-2025-00025,1,133.43,133.43,60,Procurement Portal,26.686000000000003,133.43,N,OK
2025-07-05,S014,Southampton Care & Education Centre,South,MediSure,Medical Supplies,INV-2025-00026,40,127.55,5101.95,30,ERP,1020.39,5101.95,Y,OK
2025-09-06,S006,Birmingham Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00027,9,34.51,310.62,60,ERP,62.124,310.62,Y,OK
2025-03-26,S012,Bristol Care & Education Centre,South,PrintCo,Office & Training,INV-2025-00028,34,92.21,3135.31,60,Legacy Spend File,627.062,3135.31,N,OK
2025-12-20,S009,Derby Care & Education Centre,Midlands,PowerDirect,Utilities,INV-2025-00029,26,179.67,4671.36,60,Procurement Portal,934.2719999999999,4671.36,N,OK
2025-09-22,S006,Birmingham Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00030,58,80.92,4693.29,30,ERP,938.658,4693.29,N,OK
2025-01-11,S010,Coventry Care & Education Centre,Midlands,NourishCo,Food & Catering,INV-2025-00031,76,46.69,3548.15,60,ERP,709.6300000000001,3548.15,N,OK
2025-02-06,S010,Coventry Care & Education Centre,Midlands,UK Energy Partners,Utilities,INV-2025-00032,8,692.43,5539.48,30,ERP,1107.896,5539.48,N,OK
2025-09-21,S007,Nottingham Care & Education Centre,Midlands,FleetFuel,Vehicle & Fuel,INV-2025-00033,31,94.3,2923.22,45,Legacy Spend File,584.644,2923.22,Y,OK
2025-03-09,S018,Newport Care & Education Centre,Wales,PowerDirect,Utilities,INV-2025-00034,74,139.73,10340.1,60,Procurement Portal,2068.02,10340.1,N,OK
2025-04-08,S015,Brighton Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00035,13,117.91,1532.78,30,Legacy Spend File,306.556,1532.78,N,OK
2025-07-30,S017,Swansea Care & Education Centre,Wales,RoadReady,Vehicle & Fuel,INV-2025-00036,60,48.54,2912.47,60,ERP,582.494,2912.47,N,OK
2025-07-26,S013,Reading Care & Education Centre,South,FreshServe,Food & Catering,INV-2025-00037,44,72.91,3208.16,30,ERP,641.6320000000001,3208.16,Y,OK
2025-08-18,S003,Leeds Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00038,18,85.08,1531.52,45,ERP,306.30400000000003,1531.52,N,OK
2025-02-08,S009,Derby Care & Education Centre,Midlands,OfficePlus,Office & Training,INV-2025-00039,57,36.13,2059.13,60,ERP,411.826,2059.13,N,OK
2025-05-02,S012,Bristol Care & Education Centre,South,MediSure,Medical Supplies,INV-2025-00040,22,133.72,2941.89,45,Procurement Portal,588.378,2941.89,Y,OK
2025-01-31,S019,Wrexham Care & Education Centre,Wales,WaterGrid,Utilities,INV-2025-00041,22,375.26,8255.71,45,ERP,1651.1419999999998,8255.71,N,OK
2025-05-27,S002,Manchester Care & Education Centre,North,TeleCare IT,IT & Telecoms,INV-2025-00042,55,241.74,13295.93,60,Legacy Spend File,2659.186,13295.93,N,OK
2025-04-08,S006,Birmingham Care & Education Centre,Midlands,OfficePlus,Office & Training,INV-2025-00043,38,70.38,2674.37,30,ERP,534.874,2674.37,N,OK
2025-06-10,S002,Manchester Care & Education Centre,North,ClinEquip,Medical Supplies,INV-2025-00044,8,101.69,813.48,30,Legacy Spend File,162.69600000000003,813.48,N,OK
2025-09-18,S001,Preston Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00045,11,79.82,878.02,30,ERP,175.604,878.02,Y,OK
2025-05-01,S018,Newport Care & Education Centre,Wales,KitchenPro,Food & Catering,INV-2025-00046,52,43.75,2274.96,30,Legacy Spend File,454.992,2274.96,N,OK
2025-02-11,S005,Sheffield Care & Education Centre,North,ClinEquip,Medical Supplies,INV-2025-00047,54,93.14,5029.74,60,Legacy Spend File,1005.948,5029.74,N,OK
2025-04-15,S010,Coventry Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00048,41,169.91,6966.49,30,Procurement Portal,1393.298,6966.49,N,OK
2025-11-27,S005,Sheffield Care & Education Centre,North,BuildCare,Facilities,INV-2025-00049,39,217.45,8480.36,45,Procurement Portal,1696.0720000000001,8480.36,N,OK
2025-08-23,S009,Derby Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00050,80,24.65,1971.88,60,ERP,394.37600000000003,1971.88,Y,OK
2025-05-16,S003,Leeds Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00051,17,298.78,5079.26,45,ERP,1015.8520000000001,5079.26,N,OK
2025-03-22,S006,Birmingham Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00052,57,76.87,4381.44,60,Legacy Spend File,876.288,4381.44,N,OK
2025-10-11,S004,Newcastle Care & Education Centre,North,ClinEquip,Medical Supplies,INV-2025-00053,39,82.7,3225.19,60,ERP,645.038,3225.19,N,OK
2025-02-24,S017,Swansea Care & Education Centre,Wales,CloudLink,IT & Telecoms,INV-2025-00054,71,307.98,21866.9,30,Procurement Portal,4373.38,21866.9,Y,OK
2025-06-25,S013,Reading Care & Education Centre,South,PowerDirect,Utilities,INV-2025-00055,27,440.76,11900.64,60,Legacy Spend File,2380.128,11900.64,N,OK
2025-01-27,S013,Reading Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00056,12,125.17,1502.07,60,Procurement Portal,300.414,1502.07,N,OK
2025-06-20,S020,Bangor Care & Education Centre,Wales,MediSure,Medical Supplies,INV-2025-00057,17,75.64,1285.8,60,Procurement Portal,257.16,1285.8,Y,OK
2025-12-28,S006,Birmingham Care & Education Centre,Midlands,PrintCo,Office & Training,INV-2025-00058,55,63.27,3479.88,60,ERP,695.9760000000001,3479.88,N,OK
2025-03-18,S005,Sheffield Care & Education Centre,North,KitchenPro,Food & Catering,INV-2025-00059,70,77.99,5459.31,30,Procurement Portal,1091.862,5459.31,N,OK
2025-03-07,S004,Newcastle Care & Education Centre,North,SafeGuard FM,Facilities,INV-2025-00060,6,307.82,1846.9,45,Procurement Portal,369.38000000000005,1846.9,N,OK
2025-12-16,S001,Preston Care & Education Centre,North,FleetFuel,Vehicle & Fuel,INV-2025-00061,32,72.99,2335.7,60,ERP,467.14,2335.7,Y,OK
2025-03-21,S015,Brighton Care & Education Centre,South,NurseLink,Agency Labour,INV-2025-00062,31,270.88,8397.23,30,ERP,1679.446,8397.23,N,OK
2025-06-20,S012,Bristol Care & Education Centre,South,MediSure,Medical Supplies,INV-2025-00063,53,65.3,3460.95,60,Legacy Spend File,692.19,3460.95,Y,OK
2025-12-26,S014,Southampton Care & Education Centre,South,CloudLink,IT & Telecoms,INV-2025-00064,14,113.94,1595.23,45,ERP,319.04600000000005,1595.23,Y,OK
2025-08-24,S003,Leeds Care & Education Centre,North,UK Energy Partners,Utilities,INV-2025-00065,45,390.86,17588.71,45,ERP,3517.742,17588.71,N,OK
2025-04-09,S006,Birmingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00066,52,253.01,13156.45,45,Procurement Portal,2631.2900000000004,13156.45,N,OK
2025-11-25,S009,Derby Care & Education Centre,Midlands,TeleCare IT,IT & Telecoms,INV-2025-00067,66,211.46,13956.17,45,Legacy Spend File,2791.2340000000004,13956.17,N,OK
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,FleetFuel,Vehicle & Fuel,INV-2025-00068,34,164.98,5609.3,30,Legacy Spend File,1121.8600000000001,5609.3,Y,OK
2025-11-02,S003,Leeds Care & Education Centre,North,MediSure,Medical Supplies,INV-2025-00069,56,146.41,8198.8,45,Legacy Spend File,1639.76,8198.8,Y,OK
2025-09-19,S012,Bristol Care & Education Centre,South,NurseLink,Agency Labour,INV-2025-00070,15,210.39,3155.86,45,Legacy Spend File,631.172,3155.86,N,OK
2025-12-29,S019,Wrexham Care & Education Centre,Wales,CloudLink,IT & Telecoms,INV-2025-00071,56,268.38,15029.15,30,Legacy Spend File,3005.83,15029.15,Y,OK
2025-08-09,S013,Reading Care & Education Centre,South,WaterGrid,Utilities,INV-2025-00072,9,582.53,5242.77,60,Procurement Portal,1048.554,5242.77,N,OK
2025-03-05,S018,Newport Care & Education Centre,Wales,AutoCare,Vehicle & Fuel,INV-2025-00073,39,93.15,3632.71,60,Procurement Portal,726.542,3632.71,N,OK
2025-07-26,S019,Wrexham Care & Education Centre,Wales,CareTemps,Agency Labour,INV-2025-00074,38,709.34,26954.96,60,ERP,5390.992,26954.96,N,OK
2025-07-14,S004,Newcastle Care & Education Centre,North,NurseLink,Agency Labour,INV-2025-00075,23,71.02,1633.4,60,Legacy Spend File,326.68000000000006,1633.4,N,OK
2025-01-01,S008,Leicester Care & Education Centre,Midlands,NurseLink,Agency Labour,INV-2025-00076,39,471.46,18386.84,45,ERP,3677.3680000000004,18386.84,N,OK
2025-08-15,S014,Southampton Care & Education Centre,South,RoadReady,Vehicle & Fuel,INV-2025-00077,57,99.66,5680.55,60,ERP,1136.1100000000001,5680.55,N,OK
2025-03-28,S005,Sheffield Care & Education Centre,North,,Office & Training,INV-2025-00078,11,63.63,699.89,45,Legacy Spend File,139.978,699.89,N,Missing supplier
2025-05-01,S020,Bangor Care & Education Centre,Wales,FleetFuel,Vehicle & Fuel,INV-2025-00079,40,99.92,3996.7,30,ERP,799.34,3996.7,Y,OK
2025-05-06,S017,Swansea Care & Education Centre,Wales,MediSure,Medical Supplies,INV-2025-00080,61,40.22,2453.33,60,ERP,490.666,2453.33,Y,OK
2025-10-22,S008,Leicester Care & Education Centre,Midlands,NurseLink,Agency Labour,INV-2025-00081,25,265.86,6646.45,60,Legacy Spend File,1329.29,6646.45,N,OK
2025-05-05,S019,Wrexham Care & Education Centre,Wales,LearnWell,Office & Training,INV-2025-00082,19,91.28,1734.27,60,Legacy Spend File,346.85400000000004,1734.27,N,OK
2025-04-23,S008,Leicester Care & Education Centre,Midlands,NourishCo,Food & Catering,INV-2025-00083,23,146.53,3370.19,60,Legacy Spend File,674.038,3370.19,N,OK
2025-05-08,S014,Southampton Care & Education Centre,South,ClinEquip,Medical Supplies,INV-2025-00084,16,90.24,1443.8,45,ERP,288.76,1443.8,N,OK
2025-11-10,S012,Bristol Care & Education Centre,South,RoadReady,Vehicle & Fuel,INV-2025-00085,65,60.9,3958.39,45,Legacy Spend File,791.678,3958.39,N,OK
2025-09-01,S008,Leicester Care & Education Centre,Midlands,BuildCare,Facilities,INV-2025-00086,58,136.59,7922.27,45,ERP,1584.4540000000002,7922.27,N,OK
2025-09-06,S007,Nottingham Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00087,31,363.98,11283.38,45,Procurement Portal,2256.676,11283.38,N,OK
2025-05-20,S005,Sheffield Care & Education Centre,North,CloudLink,IT & Telecoms,INV-2025-00088,43,263.6,11334.89,45,Legacy Spend File,2266.978,11334.89,Y,OK
2025-04-29,S007,Nottingham Care & Education Centre,Midlands,CleanWorks,Facilities,INV-2025-00089,50,134.5,6725.17,60,ERP,1345.034,6725.17,Y,OK
2025-08-01,S011,London Care & Education Centre,South,UK Energy Partners,Utilities,INV-2025-00090,53,331.54,17571.79,45,Legacy Spend File,3514.358,17571.79,N,OK
2025-04-16,S020,Bangor Care & Education Centre,Wales,HealthStaffing,Agency Labour,INV-2025-00091,54,316.45,17088.47,45,Legacy Spend File,3417.6940000000004,17088.47,N,OK
2025-07-14,S004,Newcastle Care & Education Centre,North,ClinEquip,Medical Supplies,INV-2025-00092,62,204.43,12674.92,30,Procurement Portal,2534.9840000000004,12674.92,N,OK
2025-10-03,S009,Derby Care & Education Centre,Midlands,CareTemps,Agency Labour,INV-2025-00093,70,203.9,14273.34,60,ERP,2854.668,14273.34,N,OK
2025-08-12,S003,Leeds Care & Education Centre,North,WaterGrid,Utilities,INV-2025-00094,63,208.77,13152.69,30,Procurement Portal,2630.5380000000005,13152.69,N,OK
2025-03-26,S012,Bristol Care & Education Centre,South,NurseLink,Agency Labour,INV-2025-00095,60,241.8,14508.17,30,Legacy Spend File,2901.634,14508.17,N,OK
2025-10-31,S007,Nottingham Care & Education Centre,Midlands,CareMed,Medical Supplies,INV-2025-00096,73,53.65,3916.75,60,ERP,783.35,3916.75,N,OK
2025-08-25,S019,Wrexham Care & Education Centre,Wales,HealthStaffing,Agency Labour,INV-2025-00097,24,353.06,8473.53,30,Procurement Portal,1694.7060000000001,8473.53,N,OK
2025-08-21,S017,Swansea Care & Education Centre,Wales,FleetFuel,Vehicle & Fuel,INV-2025-00098,42,109.67,4606.05,45,Procurement Portal,921.21,4606.05,Y,OK
2025-02-11,S007,Nottingham Care & Education Centre,Midlands,CareTemps,Agency Labour,INV-2025-00099,61,300.84,18351.54,30,Legacy Spend File,3670.3080000000004,18351.54,N,OK
2025-04-25,S002,Manchester Care & Education Centre,North,CareMed,Medical Supplies,INV-2025-00100,9,105.47,949.27,60,ERP,189.854,949.27,N,OK
2025-04-13,S005,Sheffield Care & Education Centre,North,MediSure,Medical Supplies,INV-2025-00101,3,55.09,165.28,60,ERP,33.056000000000004,165.28,Y,OK
2025-12-09,S002,Manchester Care & Education Centre,North,SafeGuard FM,Facilities,INV-2025-00102,15,142.82,2142.34,60,ERP,428.4680000000001,2142.34,N,OK
2025-03-27,S015,Brighton Care & Education Centre,South,TeleCare IT,IT & Telecoms,INV-2025-00103,78,182.21,14212.02,60,Legacy Spend File,2842.4040000000005,14212.02,N,OK
2025-06-09,S017,Swansea Care & Education Centre,Wales,FreshServe,Food & Catering,INV-2025-00104,14,41.81,585.34,60,ERP,117.06800000000001,585.34,Y,OK
2025-04-12,S005,Sheffield Care & Education Centre,North,CareTemps,Agency Labour,INV-2025-00105,10,274.53,2745.34,60,Legacy Spend File,549.0680000000001,2745.34,N,OK
2025-12-23,S020,Bangor Care & Education Centre,Wales,UK Energy Partners,Utilities,INV-2025-00106,39,312.21,12176.35,60,Legacy Spend File,2435.27,12176.35,N,OK
2025-09-30,S001,Preston Care & Education Centre,North,CareMed,Medical Supplies,INV-2025-00107,55,338.63,18624.39,60,Procurement Portal,3724.878,18624.39,N,OK
2025-08-04,S009,Derby Care & Education Centre,Midlands,FleetFuel,Vehicle & Fuel,INV-2025-00108,63,104.57,6588.16,30,Procurement Portal,1317.632,6588.16,Y,OK
2025-03-20,S011,London Care & Education Centre,South,PrintCo,Office & Training,INV-2025-00109,56,86.41,4839.14,30,Legacy Spend File,967.8280000000001,4839.14,N,OK
2025-10-03,S019,Wrexham Care & Education Centre,Wales,NetServe,IT & Telecoms,INV-2025-00110,62,211.17,13092.79,45,Procurement Portal,2618.5580000000004,13092.79,N,OK
2025-05-06,S006,Birmingham Care & Education Centre,Midlands,TeleCare IT,IT & Telecoms,INV-2025-00111,12,76.58,918.93,45,Procurement Portal,183.786,918.93,N,OK
2025-11-09,S006,Birmingham Care & Education Centre,Midlands,PrintCo,Office & Training,INV-2025-00112,49,73.91,3621.8,45,ERP,724.3600000000001,3621.8,N,OK
2025-09-07,S018,Newport Care & Education Centre,Wales,FleetFuel,Vehicle & Fuel,INV-2025-00113,28,98.2,2749.59,45,Procurement Portal,549.918,2749.59,Y,OK
2025-12-26,S018,Newport Care & Education Centre,Wales,NetServe,IT & Telecoms,INV-2025-00114,36,852.7,30697.29,60,ERP,6139.4580000000005,30697.29,N,OK
2025-05-04,S015,Brighton Care & Education Centre,South,UK Energy Partners,Utilities,INV-2025-00115,53,224.9,11919.78,45,Legacy Spend File,2383.956,11919.78,N,OK
2025-09-01,S012,Bristol Care & Education Centre,South,PowerDirect,Utilities,INV-2025-00116,63,295.1,18591.26,45,ERP,3718.252,18591.26,N,OK
2025-07-27,S020,Bangor Care & Education Centre,Wales,CloudLink,IT & Telecoms,INV-2025-00117,32,215.84,6906.87,45,Legacy Spend File,1381.374,6906.87,Y,OK
2025-10-11,S015,Brighton Care & Education Centre,South,RoadReady,Vehicle & Fuel,INV-2025-00118,68,49.95,3396.88,45,Procurement Portal,679.3760000000001,3396.88,N,OK
2025-12-26,S008,Leicester Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00119,59,178.12,10508.79,45,Procurement Portal,2101.7580000000003,10508.79,N,OK
2025-04-09,S008,Leicester Care & Education Centre,Midlands,UK Energy Partners,Utilities,INV-2025-00120,41,378.05,15500.01,30,Legacy Spend File,3100.0020000000004,15500.01,N,OK
2025-04-21,S003,Leeds Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00121,62,278.11,17242.95,45,Legacy Spend File,3448.59,17242.95,Y,OK
2025-04-10,S001,Preston Care & Education Centre,North,CloudLink,IT & Telecoms,INV-2025-00122,38,133.41,5069.77,30,Procurement Portal,1013.9540000000002,5069.77,Y,OK
2025-12-29,S013,Reading Care & Education Centre,South,CloudLink,IT & Telecoms,INV-2025-00123,69,475.88,32835.68,30,Procurement Portal,6567.136,32835.68,Y,OK
2025-05-30,S006,Birmingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00124,17,55.51,943.59,60,Procurement Portal,188.71800000000002,943.59,N,OK
2025-05-26,S008,Leicester Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00125,61,165.71,10108.55,45,Procurement Portal,2021.71,10108.55,N,OK
2025-05-10,S003,Leeds Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00126,62,600.47,37228.95,30,ERP,7445.79,37228.95,Y,OK
2025-10-23,S010,Coventry Care & Education Centre,Midlands,OfficePlus,Office & Training,INV-2025-00127,7,43.5,304.48,30,ERP,60.89600000000001,304.48,N,OK
2025-05-08,S011,London Care & Education Centre,South,CloudLink,IT & Telecoms,INV-2025-00128,16,161.12,2577.96,60,Procurement Portal,515.592,2577.96,Y,OK
2025-07-14,S008,Leicester Care & Education Centre,Midlands,PowerDirect,Utilities,INV-2025-00129,58,264.08,15316.9,45,Procurement Portal,3063.38,15316.9,N,OK
2025-10-19,S018,Newport Care & Education Centre,Wales,CareTemps,Agency Labour,INV-2025-00130,80,227.44,18194.92,30,Legacy Spend File,3638.984,18194.92,N,OK
2025-11-17,S012,Bristol Care & Education Centre,South,FreshServe,Food & Catering,INV-2025-00131,28,27.7,775.67,45,Legacy Spend File,155.13400000000001,775.67,Y,OK
2025-03-30,S002,Manchester Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00132,71,186.92,13271.13,30,ERP,2654.226,13271.13,Y,OK
2025-12-19,S010,Coventry Care & Education Centre,Midlands,CareTemps,Agency Labour,INV-2025-00133,77,167.25,12878.58,45,Procurement Portal,2575.7160000000003,12878.58,N,OK
2025-12-28,S019,Wrexham Care & Education Centre,Wales,WaterGrid,Utilities,INV-2025-00134,37,324.39,12002.31,60,Procurement Portal,2400.462,12002.31,N,OK
2025-11-17,S017,Swansea Care & Education Centre,Wales,WaterGrid,Utilities,INV-2025-00135,76,150.77,11458.77,60,ERP,2291.7540000000004,11458.77,N,OK
2025-04-26,S012,Bristol Care & Education Centre,South,KitchenPro,Food & Catering,INV-2025-00136,20,152.45,3049.04,45,ERP,609.808,3049.04,N,OK
2025-06-07,S017,Swansea Care & Education Centre,Wales,MediSure,Medical Supplies,INV-2025-00137,77,78.0,6005.96,60,Legacy Spend File,1201.192,6005.96,Y,OK
2025-08-28,S008,Leicester Care & Education Centre,Midlands,officeplus,Office & Training,INV-2025-00138,39,62.83,2450.18,60,Procurement Portal,490.036,2450.18,N,OK
2025-02-11,S003,Leeds Care & Education Centre,North,LearnWell,Office & Training,INV-2025-00139,77,117.32,9033.8,30,Procurement Portal,1806.76,9033.8,N,OK
2025-05-09,S008,Leicester Care & Education Centre,Midlands,AutoCare,Vehicle & Fuel,INV-2025-00140,4,48.27,193.1,30,ERP,38.620000000000005,193.1,N,OK
2025-05-18,S015,Brighton Care & Education Centre,South,ClinEquip,Medical Supplies,INV-2025-00141,74,135.99,10063.39,30,ERP,2012.6779999999999,10063.39,N,OK
2025-04-03,S005,Sheffield Care & Education Centre,North,LearnWell,Office & Training,INV-2025-00142,75,153.92,11543.81,45,Legacy Spend File,2308.762,11543.81,N,OK
2025-06-28,S016,Cardiff Care & Education Centre,Wales,NourishCo,Food & Catering,INV-2025-00143,53,26.85,1423.06,45,Procurement Portal,284.612,1423.06,N,OK
2025-06-18,S015,Brighton Care & Education Centre,South,FreshServe,Food & Catering,INV-2025-00144,53,71.95,3813.21,60,Procurement Portal,762.642,3813.21,Y,OK
2025-01-19,S012,Bristol Care & Education Centre,South,NurseLink,Agency Labour,INV-2025-00145,59,346.1,20419.7,30,Procurement Portal,4083.9400000000005,20419.7,N,OK
2025-07-26,S009,Derby Care & Education Centre,Midlands,FleetFuel,Vehicle & Fuel,INV-2025-00146,66,146.04,9638.63,30,Legacy Spend File,1927.7259999999999,9638.63,Y,OK
2025-01-28,S018,Newport Care & Education Centre,Wales,LearnWell,Office & Training,INV-2025-00147,25,37.98,949.6,60,Procurement Portal,189.92000000000002,949.6,N,OK
2025-08-15,S015,Brighton Care & Education Centre,South,PrintCo,Office & Training,INV-2025-00148,7,36.28,253.95,30,Procurement Portal,50.79,253.95,N,OK
2025-08-13,S009,Derby Care & Education Centre,Midlands,SafeGuard FM,Facilities,INV-2025-00149,63,239.85,15110.72,30,ERP,3022.1440000000002,15110.72,N,OK
2025-03-23,S005,Sheffield Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00150,40,294.36,11774.39,60,ERP,2354.878,11774.39,N,OK
2025-04-26,S005,Sheffield Care & Education Centre,North,HealthStaffing,Agency Labour,INV-2025-00151,15,344.31,5164.71,45,ERP,1032.942,5164.71,N,OK
2025-05-30,S018,Newport Care & Education Centre,Wales,SafeGuard FM,Facilities,INV-2025-00152,66,217.78,14373.74,60,Procurement Portal,2874.748,14373.74,N,OK
2025-05-05,S012,Bristol Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00153,59,51.6,3044.26,60,ERP,608.8520000000001,3044.26,N,OK
2025-09-18,S005,Sheffield Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00154,18,284.06,5113.16,30,Procurement Portal,1022.6320000000001,5113.16,N,OK
2025-05-17,S007,Nottingham Care & Education Centre,Midlands,AutoCare,Vehicle & Fuel,INV-2025-00155,1,111.62,111.62,45,Legacy Spend File,22.324,111.62,N,OK
2025-08-17,S003,Leeds Care & Education Centre,North,OfficePlus,Office & Training,INV-2025-00156,69,50.63,3493.65,45,Procurement Portal,698.73,3493.65,N,OK
2025-06-14,S006,Birmingham Care & Education Centre,Midlands,CareTemps,Agency Labour,INV-2025-00157,25,837.11,20927.81,60,ERP,4185.562000000001,20927.81,N,OK
2025-07-30,S001,Preston Care & Education Centre,North,HealthStaffing,Agency Labour,INV-2025-00158,6,389.32,2335.89,45,Legacy Spend File,467.178,2335.89,N,OK
2025-12-06,S017,Swansea Care & Education Centre,Wales,CareTemps,Agency Labour,INV-2025-00159,20,155.8,3115.98,45,ERP,623.196,3115.98,N,OK
2025-08-14,S014,Southampton Care & Education Centre,South,FleetFuel,Vehicle & Fuel,INV-2025-00160,13,136.32,1772.12,60,Procurement Portal,354.424,1772.12,Y,OK
2025-12-02,S012,Bristol Care & Education Centre,South,SafeGuard FM,Facilities,INV-2025-00161,20,105.31,2106.14,30,Procurement Portal,421.228,2106.14,N,OK
