InvoiceDate,SiteID,SiteName,Region,Supplier,Category,InvoiceID,Quantity,UnitCost,GrossSpend,PaymentTermsDays,SourceSystem,VAT,NetSpend,Contracted,DataQualityFlag
2025-12-17,S015,Brighton Care & Education Centre,South,TeleCare IT,IT & Telecoms,INV-2025-00623,14,619.39,8671.51,45,ERP,1734.302,8671.51,N,OK
2025-06-16,S016,Cardiff Care & Education Centre,Wales,NetServe,IT & Telecoms,INV-2025-00624,36,461.1,16599.49,45,Legacy Spend File,3319.8980000000006,16599.49,N,OK
2025-03-18,S008,Leicester Care & Education Centre,Midlands,CloudLink,IT & Telecoms,INV-2025-00625,67,528.41,35403.74,30,ERP,7080.748,35403.74,Y,OK
2025-06-13,S004,Newcastle Care & Education Centre,North,NurseLink,Agency Labour,INV-2025-00626,18,226.47,4076.47,60,ERP,815.294,4076.47,N,OK
2025-05-13,S001,Preston Care & Education Centre,North,LearnWell,Office & Training,INV-2025-00627,54,43.52,2350.04,45,Procurement Portal,470.008,2350.04,N,OK
2025-12-29,S007,Nottingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00628,74,111.98,8286.43,30,Procurement Portal,1657.286,8286.43,N,OK
2025-10-01,S005,Sheffield Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00629,61,257.78,15724.63,60,Procurement Portal,3144.926,15724.63,N,OK
2025-12-03,S002,Manchester Care & Education Centre,North,CloudLink,IT & Telecoms,INV-2025-00630,72,401.59,28914.52,30,Procurement Portal,5782.904,28914.52,Y,OK
2025-05-13,S008,Leicester Care & Education Centre,Midlands,OfficePlus,Office & Training,INV-2025-00631,72,29.57,2128.77,30,Legacy Spend File,425.754,2128.77,N,OK
2025-07-01,S005,Sheffield Care & Education Centre,North,FreshServe,Food & Catering,INV-2025-00632,29,150.75,4371.82,60,Procurement Portal,874.364,4371.82,Y,OK
2025-05-14,S009,Derby Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00633,75,87.09,6531.95,45,Procurement Portal,1306.39,6531.95,N,OK
2025-11-21,S001,Preston Care & Education Centre,North,OfficePlus,Office & Training,INV-2025-00634,75,59.31,4447.92,60,Legacy Spend File,889.5840000000001,4447.92,N,OK
2025-09-14,S011,London Care & Education Centre,South,OfficePlus,Office & Training,INV-2025-00635,16,42.98,687.75,60,Procurement Portal,137.55,687.75,N,OK
2025-01-28,S008,Leicester Care & Education Centre,Midlands,TeleCare IT,IT & Telecoms,INV-2025-00636,20,88.54,1770.8,30,ERP,354.16,1770.8,N,OK
2025-08-23,S005,Sheffield Care & Education Centre,North,NurseLink,Agency Labour,INV-2025-00637,19,471.79,8963.94,45,Legacy Spend File,1792.7880000000002,8963.94,N,OK
2025-06-20,S005,Sheffield Care & Education Centre,North,NourishCo,Food & Catering,INV-2025-00638,23,67.67,1556.52,45,Legacy Spend File,311.30400000000003,1556.52,N,OK
2025-05-21,S003,Leeds Care & Education Centre,North,CareMed,Medical Supplies,INV-2025-00639,27,59.03,1593.76,30,Legacy Spend File,318.752,1593.76,N,OK
2025-03-08,S014,Southampton Care & Education Centre,South,OfficePlus,Office & Training,INV-2025-00640,79,36.79,2906.32,45,Legacy Spend File,581.264,2906.32,N,OK
2025-09-02,S014,Southampton Care & Education Centre,South,CareTemps,Agency Labour,INV-2025-00641,50,249.41,12470.53,30,ERP,2494.106,12470.53,N,OK
2025-07-11,S012,Bristol Care & Education Centre,South,PowerDirect,Utilities,INV-2025-00642,2,626.05,1252.09,45,Legacy Spend File,250.418,1252.09,N,OK
2025-01-03,S017,Swansea Care & Education Centre,Wales,ClinEquip,Medical Supplies,INV-2025-00643,32,104.03,3329.08,30,Legacy Spend File,665.816,3329.08,N,OK
2025-02-22,S009,Derby Care & Education Centre,Midlands,CloudLink,IT & Telecoms,INV-2025-00644,50,96.25,4812.26,60,Legacy Spend File,962.452,4812.26,Y,OK
2025-01-24,S006,Birmingham Care & Education Centre,Midlands,CleanWorks,Facilities,INV-2025-00645,39,157.24,6132.51,45,Procurement Portal,1226.5020000000002,6132.51,Y,OK
2025-12-18,S007,Nottingham Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00646,18,81.77,1471.81,45,Procurement Portal,294.362,1471.81,N,OK
2025-07-26,S006,Birmingham Care & Education Centre,Midlands,UK Energy Partners,Utilities,INV-2025-00647,3,56.72,170.17,30,ERP,34.034,170.17,N,OK
2025-01-12,S019,Wrexham Care & Education Centre,Wales,CleanWorks,Facilities,INV-2025-00648,76,174.7,13277.52,60,ERP,2655.5040000000004,13277.52,Y,OK
2025-11-30,S006,Birmingham Care & Education Centre,Midlands,AutoCare,Vehicle & Fuel,INV-2025-00649,5,83.67,418.34,45,Legacy Spend File,83.668,418.34,N,OK
2025-01-25,S006,Birmingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00650,14,175.99,2463.81,60,ERP,492.762,2463.81,N,OK
2025-08-16,S007,Nottingham Care & Education Centre,Midlands,NourishCo,Food & Catering,INV-2025-00651,49,179.7,8805.51,30,Legacy Spend File,1761.102,8805.51,N,OK
2025-03-20,S014,Southampton Care & Education Centre,South,PrintCo,Office & Training,INV-2025-00652,27,139.37,3762.86,60,Legacy Spend File,752.5720000000001,3762.86,N,OK
2025-08-04,S010,Coventry Care & Education Centre,Midlands,CareMed,Medical Supplies,INV-2025-00653,13,103.5,1345.54,60,Legacy Spend File,269.108,1345.54,N,OK
2025-02-23,S017,Swansea Care & Education Centre,Wales,SafeGuard FM,Facilities,INV-2025-00654,66,97.94,6464.12,60,Legacy Spend File,1292.824,6464.12,N,OK
2025-02-24,S012,Bristol Care & Education Centre,South,CloudLink,IT & Telecoms,INV-2025-00655,64,905.94,57980.3,30,Legacy Spend File,11596.06,57980.3,Y,OK
2025-04-14,S016,Cardiff Care & Education Centre,Wales,NetServe,IT & Telecoms,INV-2025-00656,46,227.28,10455.04,60,Procurement Portal,2091.0080000000003,10455.04,N,OK
2025-10-08,S004,Newcastle Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00657,64,181.38,11608.59,30,Legacy Spend File,2321.7180000000003,11608.59,Y,OK
2025-01-02,S006,Birmingham Care & Education Centre,Midlands,FleetFuel,Vehicle & Fuel,INV-2025-00658,2,93.75,187.5,60,ERP,37.5,187.5,Y,OK
2025-02-16,S007,Nottingham Care & Education Centre,Midlands,OfficePlus,Office & Training,INV-2025-00659,66,83.63,5519.76,30,Legacy Spend File,1103.952,5519.76,N,OK
2025-11-26,S001,Preston Care & Education Centre,North,NourishCo,Food & Catering,INV-2025-00660,30,60.04,1801.16,45,Procurement Portal,360.232,1801.16,N,OK
2025-02-21,S013,Reading Care & Education Centre,South,OfficePlus,Office & Training,INV-2025-00661,23,54.71,1258.24,30,Procurement Portal,251.648,1258.24,N,OK
2025-03-01,S012,Bristol Care & Education Centre,South,RoadReady,Vehicle & Fuel,INV-2025-00662,13,70.32,914.2,30,ERP,182.84000000000003,914.2,N,OK
2025-07-03,S018,Newport Care & Education Centre,Wales,SafeGuard FM,Facilities,INV-2025-00663,57,176.79,10076.83,60,Procurement Portal,2015.366,10076.83,N,OK
2025-06-25,S012,Bristol Care & Education Centre,South,NourishCo,Food & Catering,INV-2025-00664,24,48.21,1156.97,30,Procurement Portal,231.394,1156.97,N,OK
2025-07-17,S012,Bristol Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00665,62,50.67,3141.82,45,Legacy Spend File,628.364,3141.82,N,OK
2025-12-23,S009,Derby Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00666,8,68.92,551.35,30,ERP,110.27,551.35,Y,OK
2025-12-14,S009,Derby Care & Education Centre,Midlands,PrintCo,Office & Training,INV-2025-00667,57,65.19,3715.62,30,Legacy Spend File,743.124,3715.62,N,OK
2025-01-15,S013,Reading Care & Education Centre,South,AutoCare,Vehicle & Fuel,INV-2025-00668,17,217.26,3693.34,45,Procurement Portal,738.6680000000001,3693.34,N,OK
2025-01-24,S003,Leeds Care & Education Centre,North,CareTemps,Agency Labour,INV-2025-00669,9,69.81,628.27,45,Legacy Spend File,125.654,628.27,N,OK
2025-12-14,S020,Bangor Care & Education Centre,Wales,ClinEquip,Medical Supplies,INV-2025-00670,68,218.73,14873.38,60,Legacy Spend File,2974.676,14873.38,N,OK
2025-06-23,S018,Newport Care & Education Centre,Wales,PowerDirect,Utilities,INV-2025-00671,67,496.12,33239.71,60,Legacy Spend File,6647.942,33239.71,N,OK
2025-12-05,S020,Bangor Care & Education Centre,Wales,NourishCo,Food & Catering,INV-2025-00672,32,20.78,664.98,45,Procurement Portal,132.996,664.98,N,OK
2025-10-13,S020,Bangor Care & Education Centre,Wales,HealthStaffing,Agency Labour,INV-2025-00673,79,248.47,19628.78,30,ERP,3925.756,19628.78,N,OK
2025-08-29,S009,Derby Care & Education Centre,Midlands,BuildCare,Facilities,INV-2025-00674,64,146.74,9391.38,30,ERP,1878.276,9391.38,N,OK
2025-05-04,S020,Bangor Care & Education Centre,Wales,LearnWell,Office & Training,INV-2025-00675,43,34.58,1487.06,45,ERP,297.412,1487.06,N,OK
2025-11-26,S005,Sheffield Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00676,49,162.99,7986.29,45,ERP,1597.258,7986.29,N,OK
2025-10-21,S003,Leeds Care & Education Centre,North,LearnWell,Office & Training,INV-2025-00677,58,40.72,2361.65,30,Procurement Portal,472.33,2361.65,N,OK
2025-09-12,S015,Brighton Care & Education Centre,South,FleetFuel,Vehicle & Fuel,INV-2025-00678,3,249.04,747.13,30,Procurement Portal,149.42600000000002,747.13,Y,OK
2025-10-09,S006,Birmingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00679,1,200.76,200.76,30,Legacy Spend File,40.152,200.76,N,OK
2025-10-15,S010,Coventry Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00680,27,442.74,11953.98,60,Legacy Spend File,2390.796,11953.98,N,OK
2025-01-28,S013,Reading Care & Education Centre,South,RoadReady,Vehicle & Fuel,INV-2025-00681,29,141.29,4097.34,45,Procurement Portal,819.4680000000001,4097.34,N,OK
2025-12-03,S014,Southampton Care & Education Centre,South,PrintCo,Office & Training,INV-2025-00682,47,40.31,1894.4,60,Procurement Portal,378.88000000000005,1894.4,N,OK
2025-04-24,S008,Leicester Care & Education Centre,Midlands,KitchenPro,Food & Catering,INV-2025-00683,1,48.71,48.71,45,Procurement Portal,9.742,48.71,N,OK
2025-09-25,S009,Derby Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00684,48,287.95,13821.55,60,ERP,2764.31,13821.55,N,OK
2025-03-13,S019,Wrexham Care & Education Centre,Wales,SafeGuard FM,Facilities,INV-2025-00685,53,91.91,4871.12,30,Procurement Portal,974.224,4871.12,N,OK
2025-03-03,S010,Coventry Care & Education Centre,Midlands,uk energy partners,Utilities,INV-2025-00686,51,370.04,18872.02,30,Procurement Portal,3774.404000000001,18872.02,N,OK
2025-08-01,S017,Swansea Care & Education Centre,Wales,FleetFuel,Vehicle & Fuel,INV-2025-00687,6,83.24,499.42,60,Legacy Spend File,99.884,499.42,Y,OK
2025-08-23,S008,Leicester Care & Education Centre,Midlands,NourishCo,Food & Catering,INV-2025-00688,76,52.89,4019.73,60,ERP,803.946,4019.73,N,OK
2025-01-25,S014,Southampton Care & Education Centre,South,ClinEquip,Medical Supplies,INV-2025-00689,71,177.42,12596.82,45,Legacy Spend File,2519.364,12596.82,N,OK
2025-10-24,S007,Nottingham Care & Education Centre,Midlands,BuildCare,Facilities,INV-2025-00690,23,229.82,5285.89,60,ERP,1057.178,5285.89,N,OK
2025-11-04,S007,Nottingham Care & Education Centre,Midlands,NurseLink,Agency Labour,INV-2025-00691,78,245.98,19186.46,45,Legacy Spend File,3837.292,19186.46,N,OK
2025-12-21,S011,London Care & Education Centre,South,NurseLink,Agency Labour,INV-2025-00692,32,567.6,18163.14,45,Procurement Portal,3632.628,18163.14,N,OK
2025-03-10,S001,Preston Care & Education Centre,North,TeleCare IT,IT & Telecoms,INV-2025-00693,18,121.39,2185.09,45,Legacy Spend File,437.018,2185.09,N,OK
2025-10-08,S012,Bristol Care & Education Centre,South,NetServe,IT & Telecoms,INV-2025-00694,41,308.71,12656.98,60,Legacy Spend File,2531.396,12656.98,N,OK
2025-04-18,S020,Bangor Care & Education Centre,Wales,UK Energy Partners,Utilities,INV-2025-00695,80,346.43,27714.01,60,Procurement Portal,5542.802,27714.01,N,OK
2025-03-09,S019,Wrexham Care & Education Centre,Wales,AutoCare,Vehicle & Fuel,INV-2025-00696,23,80.13,1842.95,60,Legacy Spend File,368.59,1842.95,N,OK
2025-03-01,S010,Coventry Care & Education Centre,Midlands,AutoCare,Vehicle & Fuel,INV-2025-00697,46,113.66,5228.56,60,Procurement Portal,1045.7120000000002,5228.56,N,OK
2025-10-01,S009,Derby Care & Education Centre,Midlands,NurseLink,Agency Labour,INV-2025-00698,37,150.76,5578.01,45,ERP,1115.602,5578.01,N,OK
2025-07-15,S003,Leeds Care & Education Centre,North,FreshServe,Food & Catering,INV-2025-00699,19,108.05,2052.97,30,Legacy Spend File,410.594,2052.97,Y,OK
2025-03-24,S013,Reading Care & Education Centre,South,WaterGrid,Utilities,INV-2025-00700,37,225.83,8355.56,60,Procurement Portal,1671.112,8355.56,N,OK
2025-06-01,S011,London Care & Education Centre,South,ClinEquip,Medical Supplies,INV-2025-00701,27,90.02,2430.45,60,ERP,486.09,2430.45,N,OK
2025-11-12,S020,Bangor Care & Education Centre,Wales,OfficePlus,Office & Training,INV-2025-00702,72,133.55,9615.29,30,Legacy Spend File,1923.058,9615.29,N,OK
2025-09-19,S007,Nottingham Care & Education Centre,Midlands,HealthStaffing,Agency Labour,INV-2025-00703,37,203.65,7534.98,60,Legacy Spend File,1506.996,7534.98,N,OK
2025-08-02,S011,London Care & Education Centre,South,CareTemps,Agency Labour,INV-2025-00704,41,138.26,5668.62,60,ERP,1133.724,5668.62,N,OK
2025-11-14,S005,Sheffield Care & Education Centre,North,CloudLink,IT & Telecoms,INV-2025-00705,57,93.46,5326.94,30,Legacy Spend File,1065.388,5326.94,Y,OK
2025-10-07,S011,London Care & Education Centre,South,AutoCare,Vehicle & Fuel,INV-2025-00706,78,132.58,10341.2,30,Legacy Spend File,2068.24,10341.2,N,OK
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,TeleCare IT,IT & Telecoms,INV-2025-00707,10,108.79,1087.87,30,ERP,217.574,1087.87,N,OK
2025-01-21,S017,Swansea Care & Education Centre,Wales,NourishCo,Food & Catering,INV-2025-00708,55,170.63,9384.9,45,Legacy Spend File,1876.98,9384.9,N,OK
2025-10-27,S019,Wrexham Care & Education Centre,Wales,CleanWorks,Facilities,INV-2025-00709,33,57.28,1890.13,30,Procurement Portal,378.02600000000007,1890.13,Y,OK
2025-03-20,S012,Bristol Care & Education Centre,South,CleanWorks,Facilities,INV-2025-00710,42,457.61,19219.44,60,ERP,3843.888,19219.44,Y,OK
2025-10-21,S013,Reading Care & Education Centre,South,TeleCare IT,IT & Telecoms,INV-2025-00711,71,247.07,17542.24,45,ERP,3508.4480000000003,17542.24,N,OK
2025-04-23,S008,Leicester Care & Education Centre,Midlands,AutoCare,Vehicle & Fuel,INV-2025-00712,24,90.08,2161.89,60,ERP,432.378,2161.89,N,OK
2025-10-06,S014,Southampton Care & Education Centre,South,SafeGuard FM,Facilities,INV-2025-00713,69,133.39,9203.67,45,ERP,1840.734,9203.67,N,OK
2025-12-06,S005,Sheffield Care & Education Centre,North,UK Energy Partners,Utilities,INV-2025-00714,43,311.37,13388.96,45,Procurement Portal,2677.792,13388.96,N,OK
2025-09-29,S003,Leeds Care & Education Centre,North,PowerDirect,Utilities,INV-2025-00715,61,244.88,14937.58,60,Legacy Spend File,2987.516,14937.58,N,OK
2025-06-27,S010,Coventry Care & Education Centre,Midlands,KitchenPro,Food & Catering,INV-2025-00716,58,119.25,6916.37,30,Legacy Spend File,1383.274,6916.37,N,OK
2025-12-16,S019,Wrexham Care & Education Centre,Wales,UK Energy Partners,Utilities,INV-2025-00717,42,266.21,11180.83,45,ERP,2236.166,11180.83,N,OK
2025-05-25,S006,Birmingham Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00718,4,238.96,955.84,60,Procurement Portal,191.168,955.84,N,OK
2025-01-23,S011,London Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00719,38,61.41,2333.41,60,ERP,466.682,2333.41,N,OK
2025-03-27,S005,Sheffield Care & Education Centre,North,FreshServe,Food & Catering,INV-2025-00720,69,63.0,4346.71,60,ERP,869.3420000000001,4346.71,Y,OK
2025-12-10,S007,Nottingham Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00721,28,76.99,2155.73,60,Procurement Portal,431.146,2155.73,Y,OK
2025-12-26,S010,Coventry Care & Education Centre,Midlands,PowerDirect,Utilities,INV-2025-00722,56,97.6,5465.55,60,ERP,1093.11,5465.55,N,OK
2025-08-24,S008,Leicester Care & Education Centre,Midlands,CleanWorks,Facilities,INV-2025-00723,43,85.75,3687.32,30,ERP,737.464,3687.32,Y,OK
2025-05-09,S014,Southampton Care & Education Centre,South,MediSure,Medical Supplies,INV-2025-00724,72,180.6,13003.23,30,Legacy Spend File,2600.646,13003.23,Y,OK
2025-07-18,S016,Cardiff Care & Education Centre,Wales,TeleCare IT,IT & Telecoms,INV-2025-00725,58,241.68,14017.29,60,Procurement Portal,2803.4580000000005,14017.29,N,OK
2025-07-19,S014,Southampton Care & Education Centre,South,FleetFuel,Vehicle & Fuel,INV-2025-00726,16,85.86,1373.72,60,ERP,274.744,1373.72,Y,OK
2025-10-27,S006,Birmingham Care & Education Centre,Midlands,KitchenPro,Food & Catering,INV-2025-00727,6,65.66,393.97,60,ERP,78.79400000000001,393.97,N,OK
2025-12-18,S002,Manchester Care & Education Centre,North,NourishCo,Food & Catering,INV-2025-00728,39,78.69,3069.04,60,ERP,613.808,3069.04,N,OK
2025-07-22,S011,London Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00729,4,55.74,222.94,45,ERP,44.588,222.94,N,OK
2025-07-20,S002,Manchester Care & Education Centre,North,UK Energy Partners,Utilities,INV-2025-00730,70,162.94,11405.93,45,Legacy Spend File,2281.186,11405.93,N,OK
2025-11-28,S011,London Care & Education Centre,South,NetServe,IT & Telecoms,INV-2025-00731,48,245.02,11760.99,30,Legacy Spend File,2352.198,11760.99,N,OK
2025-01-22,S004,Newcastle Care & Education Centre,North,CleanWorks,Facilities,INV-2025-00732,1,105.09,105.09,60,Legacy Spend File,21.018,105.09,Y,OK
2025-04-18,S018,Newport Care & Education Centre,Wales,NourishCo,Food & Catering,INV-2025-00733,45,81.36,3661.36,30,Procurement Portal,732.272,3661.36,N,OK
2025-04-05,S016,Cardiff Care & Education Centre,Wales,CleanWorks,Facilities,INV-2025-00734,29,70.57,2046.39,60,Procurement Portal,409.278,2046.39,Y,OK
2025-12-10,S007,Nottingham Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00735,73,114.48,8357.23,30,Legacy Spend File,1671.446,8357.23,Y,OK
2025-12-10,S014,Southampton Care & Education Centre,South,NourishCo,Food & Catering,INV-2025-00736,9,84.29,758.65,45,ERP,151.73,758.65,N,OK
2025-07-02,S006,Birmingham Care & Education Centre,Midlands,LearnWell,Office & Training,INV-2025-00737,17,86.34,1467.8,60,Legacy Spend File,293.56,1467.8,N,OK
2025-11-14,S013,Reading Care & Education Centre,South,NourishCo,Food & Catering,INV-2025-00738,9,111.59,1004.35,30,Procurement Portal,200.87,1004.35,N,OK
2025-11-12,S005,Sheffield Care & Education Centre,North,LearnWell,Office & Training,INV-2025-00739,40,187.45,7497.9,60,Legacy Spend File,1499.58,7497.9,N,OK
2025-08-08,S006,Birmingham Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00740,22,165.97,3651.24,30,Procurement Portal,730.248,3651.24,N,OK
2025-11-25,S016,Cardiff Care & Education Centre,Wales,PowerDirect,Utilities,INV-2025-00741,56,90.83,5086.43,45,Procurement Portal,1017.286,5086.43,N,OK
2025-08-25,S007,Nottingham Care & Education Centre,Midlands,RoadReady,Vehicle & Fuel,INV-2025-00742,58,47.0,2725.9,45,Procurement Portal,545.1800000000001,2725.9,N,OK
2025-11-27,S010,Coventry Care & Education Centre,Midlands,FreshServe,Food & Catering,INV-2025-00743,78,46.1,3595.53,30,Procurement Portal,719.1060000000001,3595.53,Y,OK
2025-11-17,S001,Preston Care & Education Centre,North,WaterGrid,Utilities,INV-2025-00744,10,253.61,2536.13,60,ERP,507.22600000000006,2536.13,N,OK
2025-10-24,S006,Birmingham Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00745,52,159.53,8295.33,60,ERP,1659.066,8295.33,N,OK
2025-10-04,S016,Cardiff Care & Education Centre,Wales,NetServe,IT & Telecoms,INV-2025-00746,61,147.59,9003.26,60,ERP,1800.652,9003.26,N,OK
2025-10-29,S009,Derby Care & Education Centre,Midlands,HealthStaffing,Agency Labour,INV-2025-00747,38,332.45,12633.29,30,Procurement Portal,2526.6580000000004,12633.29,N,OK
2025-07-06,S016,Cardiff Care & Education Centre,Wales,NourishCo,Food & Catering,INV-2025-00748,65,42.9,2788.65,30,Legacy Spend File,557.73,2788.65,N,OK
2025-03-13,S005,Sheffield Care & Education Centre,North,BuildCare,Facilities,INV-2025-00749,58,128.59,7458.17,30,ERP,1491.634,7458.17,N,OK
2025-09-05,S006,Birmingham Care & Education Centre,Midlands,BuildCare,Facilities,INV-2025-00750,46,83.04,3819.73,30,ERP,763.946,3819.73,N,OK
2025-02-02,S018,Newport Care & Education Centre,Wales,OfficePlus,Office & Training,INV-2025-00751,34,45.14,1534.67,45,ERP,306.934,1534.67,N,OK
2025-07-04,S010,Coventry Care & Education Centre,Midlands,PowerDirect,Utilities,INV-2025-00752,50,118.87,5943.52,45,Procurement Portal,1188.7040000000002,5943.52,N,OK
2025-06-15,S008,Leicester Care & Education Centre,Midlands,ClinEquip,Medical Supplies,INV-2025-00753,14,70.16,982.22,60,Legacy Spend File,196.444,982.22,N,OK
2025-05-15,S006,Birmingham Care & Education Centre,Midlands,NetServe,IT & Telecoms,INV-2025-00754,75,392.73,29454.99,60,Legacy Spend File,5890.9980000000005,29454.99,N,OK
2025-07-13,S017,Swansea Care & Education Centre,Wales,NurseLink,Agency Labour,INV-2025-00755,47,177.97,8364.57,60,Legacy Spend File,1672.914,8364.57,N,OK
2025-04-25,S012,Bristol Care & Education Centre,South,TeleCare IT,IT & Telecoms,INV-2025-00756,67,935.83,62700.85,45,Procurement Portal,12540.17,62700.85,N,OK
2025-11-06,S011,London Care & Education Centre,South,LearnWell,Office & Training,INV-2025-00757,1,98.38,98.38,60,ERP,19.676,98.38,N,OK
2025-02-09,S010,Coventry Care & Education Centre,Midlands,CleanWorks,Facilities,INV-2025-00758,66,199.26,13151.24,60,Procurement Portal,2630.248,13151.24,Y,OK
2025-03-22,S007,Nottingham Care & Education Centre,Midlands,CleanWorks,Facilities,INV-2025-00759,47,112.26,5276.44,60,Legacy Spend File,1055.288,5276.44,Y,OK
2025-06-19,S014,Southampton Care & Education Centre,South,WaterGrid,Utilities,INV-2025-00760,15,367.47,5511.99,45,Legacy Spend File,1102.398,5511.99,N,OK
2025-10-30,S004,Newcastle Care & Education Centre,North,OfficePlus,Office & Training,INV-2025-00761,21,54.65,1147.58,60,Procurement Portal,229.516,1147.58,N,OK
2025-03-07,S013,Reading Care & Education Centre,South,UK Energy Partners,Utilities,INV-2025-00762,74,267.35,19784.05,60,ERP,3956.81,19784.05,N,OK
2025-03-17,S019,Wrexham Care & Education Centre,Wales,ClinEquip,Medical Supplies,INV-2025-00763,8,490.56,3924.44,30,Procurement Portal,784.888,3924.44,N,OK
