Month,SiteID,SiteName,Region,Revenue,Payroll,Procurement,Fleet,Agency,OtherOpex,BudgetOpex,ActualOpex,EBITDA,EBITDA_Margin
2025-02-01,S013,Reading Care & Education Centre,South,558321.97,194811.8566666667,124209.37,3223.0299999999997,2716,40501.45,377180.82,365461.7066666667,192860.26333333325,0.3454283974054133
2025-02-01,S014,Southampton Care & Education Centre,South,393025.84,162027.37666666668,59107.53,3757.2299999999996,7350,22600.96,253710.71,254843.09666666668,138182.74333333335,0.35158691686361726
2025-02-01,S015,Brighton Care & Education Centre,South,272079.81,140552.24666666667,32889.41,5774.73,7645,21790.44,208712.75,208651.8266666667,63427.98333333331,0.23312271253546268
2025-02-01,S016,Cardiff Care & Education Centre,Wales,354382.57,168776.98,45500.12,3358.99,2660,22571.69,246005.37,242867.78,111514.79000000001,0.31467346150799685
2025-02-01,S017,Swansea Care & Education Centre,Wales,314082.92,172559.37,30160.170000000002,4926.7,7738,25004.28,232130.87,240388.52000000002,73694.39999999997,0.23463358020232356
2025-02-01,S018,Newport Care & Education Centre,Wales,476779.3,269461.23333333334,18460.07,3566.86,6949,31929.93,324024.99,330367.0933333333,146412.20666666667,0.30708591305592897
2025-02-01,S019,Wrexham Care & Education Centre,Wales,488956.01,234469.1066666667,61111.41,4166.32,6909,29250.08,325700.9,335905.91666666674,153050.09333333327,0.31301403439817266
2025-02-01,S020,Bangor Care & Education Centre,Wales,397565.47,195071.79666666666,26617.629999999997,5200.74,6199,32402.87,265958.16,265492.0366666667,132073.4333333333,0.33220549393621457
2025-03-01,S001,Preston Care & Education Centre,North,291212.4,110484.61,57946.44,2276.53,5880,18053.46,202159.73,194641.03999999998,96571.36000000004,0.3316182964736393
2025-03-01,S002,Manchester Care & Education Centre,North,400910.01,192893.53333333333,37350.66,2012.88,1840,26545.85,269661.31,260642.92333333334,140267.08666666667,0.3498717496893297
2025-03-01,S003,Leeds Care & Education Centre,North,278175.87,116533.66,51327.16999999999,4005.2299999999996,2478,15814.7,182943.27,190158.76,88017.10999999999,0.3164081413675456
2025-03-01,S004,Newcastle Care & Education Centre,North,268184.91,129373.20000000001,31278.92,5124.900000000001,2277,18119.55,183495.62,186173.56999999998,82011.34,0.3058014710820232
2025-03-01,S005,Sheffield Care & Education Centre,North,453023.57,215201.92666666667,58458.06999999999,2386.38,1886,36180.42,306067.24,314112.79666666663,138910.77333333337,0.3066303444947321
2025-03-01,S006,Birmingham Care & Education Centre,Midlands,440414.93,218610.26,64322.09,2952.65,7528,31667.1,319867.26,325080.1,115334.83000000002,0.26187765705399685
2025-03-01,S007,Nottingham Care & Education Centre,Midlands,252980.12,106549.23333333334,44227.64,5313.22,6194,19716.84,184446.79,182000.93333333335,70979.18666666665,0.2805721914696959
2025-03-01,S008,Leicester Care & Education Centre,Midlands,398203.09,145621.53333333333,76587.73,4632.34,7090,28004.41,261929.4,261936.0133333333,136267.07666666672,0.342204970500522
2025-03-01,S009,Derby Care & Education Centre,Midlands,432805.38,225566.71999999997,21847.98,2982.7199999999993,8670,27315.42,278715.79,286382.83999999997,146422.54000000004,0.3383103509480405
2025-03-01,S010,Coventry Care & Education Centre,Midlands,513792.71,169901.28333333333,136761.77000000002,3438.75,4913,36885.52,352032.26,351900.32333333336,161892.38666666666,0.3150928059424328
2025-03-01,S011,London Care & Education Centre,South,428183.98,161454.6766666667,100140.98999999999,4638.72,5610,33211.96,306974.44,305056.3466666667,123127.6333333333,0.28755777676066563
2025-03-01,S012,Bristol Care & Education Centre,South,451346.05,172037.69666666668,77058.59999999999,5354.41,7999,37419.5,299320.7,299869.20666666667,151476.84333333332,0.3356113193708759
2025-03-01,S013,Reading Care & Education Centre,South,286903.16,100708.65333333334,70695.56000000001,2082.6800000000003,3444,18078.93,196395.82,195009.82333333333,91893.33666666664,0.32029391613067854
2025-03-01,S014,Southampton Care & Education Centre,South,370141.81,161890.51333333334,68547.84999999999,3076.2,11301,21667.15,275110.82,266482.7133333334,103659.09666666662,0.2800523849674443
2025-03-01,S015,Brighton Care & Education Centre,South,272476.34,115822.12,62611.98,2698.25,3738,19735.25,198262.71,204605.6,67870.74000000002,0.24908856306569596
2025-03-01,S016,Cardiff Care & Education Centre,Wales,329573.05,123358.07666666665,75932.55,3714.73,7540,23014.31,234528.43,233559.66666666666,96013.38333333333,0.2913265612383456
2025-03-01,S017,Swansea Care & Education Centre,Wales,341455.13,146779.94,70387.40999999999,3985.9000000000005,3934,23773.88,252329.11,248861.12999999998,92594.00000000003,0.2711747221369907
2025-03-01,S018,Newport Care & Education Centre,Wales,257115.53,106408.33333333331,38264.46000000001,3962.4500000000003,5484,18408.53,168720.16,172527.77333333335,84587.75666666665,0.3289873492537252
2025-03-01,S019,Wrexham Care & Education Centre,Wales,463853.34,212527.30333333334,61643.71,5312.94,2464,30438.65,319359.84,312386.6033333334,151466.73666666663,0.32654014449193497
2025-03-01,S020,Bangor Care & Education Centre,Wales,414831.94,173523.52333333335,82137.03,4529.83,3318,32745.14,303477.64,296253.5233333333,118578.41666666669,0.28584688215344917
2025-04-01,S001,Preston Care & Education Centre,North,329750.4,121133.58666666667,68284.87,3582.81,9187,22075.06,220546.83,224263.32666666666,105487.07333333336,0.3198997585244274
2025-04-01,S002,Manchester Care & Education Centre,North,265453.58,137696.92333333334,32233.379999999997,4761.25,6853,19415.91,199700.56,200960.46333333335,64493.11666666667,0.2429544053113417
2025-04-01,S003,Leeds Care & Education Centre,North,299705.72,112291.34333333332,66468.11,2358.5,3577,23992.22,206622.25,208687.1733333333,91018.54666666666,0.30369305819944536
2025-04-01,S004,Newcastle Care & Education Centre,North,334383.13,195498.27333333335,6670.14,2174.34,4956,25617.31,243101.6,234916.06333333335,99467.06666666665,0.2974643686918854
2025-04-01,S005,Sheffield Care & Education Centre,North,433912.36,202028.97,65986.1,4757.53,4326,27323.18,304706.73,304421.78,129490.57999999996,0.29842565443399666
2025-04-01,S006,Birmingham Care & Education Centre,Midlands,490275.57,215047.81333333335,101847.6,5269.58,6668,33494.84,352268.14,362327.8333333334,127947.73666666663,0.2609710630017046
2025-04-01,S007,Nottingham Care & Education Centre,Midlands,400686.66,176907.69,72641.5,2979.43,7444,26676.94,278848.27,286649.56,114037.09999999998,0.28460418422714645
2025-04-01,S008,Leicester Care & Education Centre,Midlands,412735.8,135715.52,96137.57,2560.14,8084,29882.04,266782.6,272379.27,140356.52999999997,0.34006386167616176
2025-04-01,S009,Derby Care & Education Centre,Midlands,404644.76,172992.44,62160.780000000006,5480.92,9118,25596.42,276377.52,275348.56,129296.20000000001,0.3195301478758801
2025-04-01,S010,Coventry Care & Education Centre,Midlands,298128.25,159938.00666666668,32490.7,4656.84,8507,25051.67,239134.77,230644.21666666667,67484.03333333333,0.22635906974039974
2025-04-01,S011,London Care & Education Centre,South,460374.02,222189.68666666665,47088.67,3928.3599999999997,4087,28993.23,303839.85,306286.9466666666,154087.07333333342,0.3346997585427028
2025-04-01,S012,Bristol Care & Education Centre,South,502240.77,150303.01,146659.7,2411.8,7224,31057.85,325259.99,337656.36,164584.41000000003,0.32770021836339575
2025-04-01,S013,Reading Care & Education Centre,South,314487.97,154973.59,35777.92,3959.79,5894,26590.08,225290.37,227195.38,87292.58999999997,0.27757052201392624
2025-04-01,S014,Southampton Care & Education Centre,South,314644.33,174624.68000000002,24276.92,5539.070000000001,6608,26626.99,238193.02,237675.66000000003,76968.66999999998,0.24462118862907836
2025-04-01,S015,Brighton Care & Education Centre,South,371597.81,199281.15666666668,22201.39,5630.21,3332,21197.61,242020.67,251642.3666666667,119955.4433333333,0.3228098769832182
2025-04-01,S016,Cardiff Care & Education Centre,Wales,412577.32,158829.28666666665,75843.59999999999,4508.35,7146,23795.58,260913.86,270122.81666666665,142454.50333333336,0.34527953047281745
2025-04-01,S017,Swansea Care & Education Centre,Wales,527963.09,170086.41999999998,127574.94,4202.06,5154,30826.91,348548.85,337844.32999999996,190118.76,0.36009858189139704
2025-04-01,S018,Newport Care & Education Centre,Wales,300923.05,122258.9,40527.24,3083.98,9244,18792.21,196406.65,193906.33,107016.72,0.35562819132665313
2025-04-01,S019,Wrexham Care & Education Centre,Wales,340853.5,149760.89333333334,39677.83,4106.91,5026,25292.32,217832.97,223863.95333333334,116989.54666666666,0.34322530549537167
2025-04-01,S020,Bangor Care & Education Centre,Wales,443514.12,175488.89666666667,77664.87,2459.02,9710,27115.18,290271.11,292437.9666666666,151076.15333333338,0.3406343710845855
2025-05-01,S001,Preston Care & Education Centre,North,382180.02,207837.31000000003,33425.93,2933.12,8432,26467.23,277033.24,279095.59,103084.43,0.26972741798485433
2025-05-01,S002,Manchester Care & Education Centre,North,287292.87,120673.01333333334,67004.45,3829.8900000000003,6610,17409.2,211192.32,215526.55333333334,71766.31666666665,0.24980194136619768
2025-05-01,S003,Leeds Care & Education Centre,North,527637.25,222170.4566666667,76779.39,4196.88,7602,34104.64,345158.04,344853.3666666667,182783.8833333333,0.34641959667050287
2025-05-01,S004,Newcastle Care & Education Centre,North,338295.3,119195.9,86616.61,5494.94,5804,26519.9,247535.92,243631.35,94663.94999999998,0.27982638245343633
2025-05-01,S005,Sheffield Care & Education Centre,North,454234.06,174727.6933333333,82290.22999999998,5232.73,5623,29892.91,308632.62,297766.56333333324,156467.49666666676,0.3444644742551159
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,216851.37,82215.51999999999,44678.270000000004,2082.24,2240,15150.92,143582.26,146366.95,70484.41999999998,0.32503562232509753
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,206059.13,100372.11000000002,15559.25,4356.280000000001,7193,13984.72,143166.18,141465.36000000002,64593.76999999999,0.31347201165024813
2025-05-01,S008,Leicester Care & Education Centre,Midlands,328021.62,91399.29333333333,96503.3,4822.69,1863,24900.26,215513.17,219488.54333333333,108533.07666666666,0.3308717171345799
2025-05-01,S009,Derby Care & Education Centre,Midlands,224377.6,96505.51333333332,28218.839999999997,1833.13,8392,15143.63,154237.22,150093.11333333334,74284.48666666666,0.3310690847333542
2025-05-01,S010,Coventry Care & Education Centre,Midlands,287438.68,148813.84000000003,25712.070000000003,2545.5,5208,22193.16,210959.68,204472.57000000004,82966.10999999996,0.2886393369187472
2025-05-01,S011,London Care & Education Centre,South,266529.05,121139.67666666668,27796.130000000005,2292.84,5418,15181.5,172045.16,171828.1466666667,94700.90333333329,0.35531175057027853
2025-05-01,S012,Bristol Care & Education Centre,South,389049.96,190803.28333333333,37250.130000000005,5597.300000000001,3712,28337.0,267256.39,265699.7133333333,123350.2466666667,0.3170550298133091
2025-05-01,S013,Reading Care & Education Centre,South,224493.95,111460.90000000001,23391.29,2655.39,3013,12628.89,153652.31,153149.47000000003,71344.47999999998,0.31780134832141343
2025-05-01,S014,Southampton Care & Education Centre,South,416861.6,195410.19666666666,43213.909999999996,3778.23,3528,22963.05,266757.4,268893.38666666666,147968.21333333332,0.35495764861367257
2025-05-01,S015,Brighton Care & Education Centre,South,291945.57,140972.89333333334,29759.38,3059.7400000000002,504,17331.0,188124.05,191627.01333333334,100318.55666666667,0.3436207532337849
2025-05-01,S016,Cardiff Care & Education Centre,Wales,262639.6,120192.57666666666,36310.8,5759.849999999999,5069,17704.79,190185.35,185037.01666666666,77602.58333333331,0.2954717541959907
2025-05-01,S017,Swansea Care & Education Centre,Wales,316247.9,159374.68333333332,49775.17,3060.82,1725,19542.29,230236.32,233477.96333333335,82769.93666666668,0.261724857830413
2025-05-01,S018,Newport Care & Education Centre,Wales,327296.25,165817.81666666665,43546.14,2811.29,6041,21875.04,237719.79,240091.28666666668,87204.96333333332,0.26644045977713865
2025-05-01,S019,Wrexham Care & Education Centre,Wales,415788.28,235556.40666666668,29666.38,4724.1900000000005,3318,28134.54,305333.82,301399.51666666666,114388.76333333337,0.275113005429911
2025-05-01,S020,Bangor Care & Education Centre,Wales,413256.37,185488.97999999998,56597.03,4977.250000000001,8554,34074.7,294301.09,289691.95999999996,123564.41000000003,0.2990018278484129
2025-06-01,S001,Preston Care & Education Centre,North,551261.28,149023.52666666667,180155.9,5096.4800000000005,8745,41837.63,386384.18,384858.5366666666,166402.7433333334,0.30185821019994985
2025-06-01,S002,Manchester Care & Education Centre,North,573866.81,241174.2966666667,124283.68,2641.1099999999997,5966,40286.42,416579.77,414351.50666666665,159515.3033333334,0.2779657240211076
2025-06-01,S003,Leeds Care & Education Centre,North,420520.81,210666.54333333333,33510.25,2231.7400000000002,10642,34063.01,287092.14,291113.54333333333,129407.26666666666,0.307730945982594
2025-06-01,S004,Newcastle Care & Education Centre,North,221738.7,59848.77333333333,67583.64,2869.5000000000005,7522,18707.4,160332.89,156531.31333333332,65207.38666666669,0.29407309895235556
2025-06-01,S005,Sheffield Care & Education Centre,North,251148.27,135836.03333333333,25358.29,4257.8,6178,14748.31,180932.72,186378.43333333332,64769.83666666667,0.2578948151491017
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,256892.87,115018.97333333334,35961.52,2904.1400000000003,5502,15520.81,179732.35,174907.44333333336,81985.42666666664,0.3191424762651709
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,364255.16,194193.72666666668,16976.989999999998,2991.5199999999995,5152,30903.6,245141.35,250217.83666666667,114037.3233333333,0.31306989126340257
2025-06-01,S008,Leicester Care & Education Centre,Midlands,396854.85,214538.08,6952.93,3980.42,7868,32412.97,256068.14,265752.4,131102.44999999995,0.33035365449105625
2025-06-01,S009,Derby Care & Education Centre,Midlands,401579.03,188846.54333333333,71419.18,3090.77,7868,27803.09,297173.19,299027.5833333334,102551.44666666666,0.25537052237679503
2025-06-01,S010,Coventry Care & Education Centre,Midlands,322846.95,177078.97999999998,10462.82,4492.45,4033,19955.84,217682.26,216023.09,106823.86000000002,0.33088080900253203
2025-06-01,S011,London Care & Education Centre,South,478516.35,216970.32,65618.51000000001,4301.349999999999,2553,34289.13,321010.0,323732.31,154784.03999999998,0.3234665649355555
2025-06-01,S012,Bristol Care & Education Centre,South,262619.32,120855.97000000002,34299.69,5579.73,7208,16402.31,191363.58,184345.70000000004,78273.61999999997,0.2980497398287375
2025-06-01,S013,Reading Care & Education Centre,South,299146.6,148747.68666666668,30701.23,2334.5,2323,17350.58,202734.54,201456.9966666667,97689.60333333327,0.3265609682120181
2025-06-01,S014,Southampton Care & Education Centre,South,273750.35,121724.80000000002,43623.12,3283.2299999999996,9306,19979.62,196000.67,197916.77000000002,75833.57999999996,0.27701728965825967
2025-06-01,S015,Brighton Care & Education Centre,South,138546.18,76860.38,15433.990000000002,2428.3,690,7723.01,104423.34,103135.68000000001,35410.499999999985,0.25558626011918906
2025-06-01,S016,Cardiff Care & Education Centre,Wales,310626.07,105989.55666666666,80468.67000000001,5004.79,2128,24604.63,214682.06,218195.6466666667,92430.42333333331,0.29756170605169524
2025-06-01,S017,Swansea Care & Education Centre,Wales,452079.97,148226.98666666666,110275.8,3203.96,2321,28257.95,281692.29,292285.6966666667,159794.27333333326,0.35346461674321306
2025-06-01,S018,Newport Care & Education Centre,Wales,379510.75,146180.12333333332,69254.84,4134.900000000001,3864,32242.93,259407.8,255676.7933333333,123833.9566666667,0.3262989432227327
2025-06-01,S019,Wrexham Care & Education Centre,Wales,319177.66,162582.69666666666,40705.840000000004,4581.42,1568,26201.58,242455.44,235639.53666666668,83538.1233333333,0.26172923046473023
2025-06-01,S020,Bangor Care & Education Centre,Wales,390699.85,205231.71666666667,29511.019999999997,2404.5200000000004,4680,26544.23,266449.09,268371.48666666663,122328.36333333334,0.3131006150458807
2025-07-01,S001,Preston Care & Education Centre,North,210666.5,105612.68333333333,18557.46,5907.37,6874,14340.94,147199.44,151292.45333333334,59374.04666666666,0.28183905208785764
2025-07-01,S002,Manchester Care & Education Centre,North,237830.0,80123.32666666666,51138.79,3795.37,7232,19726.05,159614.44,162015.53666666665,75814.46333333335,0.3187758623106141
2025-07-01,S003,Leeds Care & Education Centre,North,190374.81,88625.43666666666,21499.67,2027.05,924,13269.29,125770.28,126345.44666666666,64029.36333333334,0.33633316998889373
2025-07-01,S004,Newcastle Care & Education Centre,North,387588.8,119111.15,113948.31999999999,4186.13,5737,21656.73,263593.93,264639.32999999996,122949.47000000003,0.3172162611509931
2025-07-01,S005,Sheffield Care & Education Centre,North,607256.58,256475.84333333338,90083.27,2317.7,6804,47390.4,418057.65,403071.21333333344,204185.36666666652,0.3362423288466739
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,221864.18,107988.45666666667,28608.55,2263.6000000000004,8860,15573.24,164712.68,163293.84666666665,58570.33333333334,0.26399184101432394
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,424020.99,230946.98333333334,30121.17,2833.9800000000005,7074,26406.12,304096.68,297382.2533333333,126638.7366666667,0.2986614805712017
2025-07-01,S008,Leicester Care & Education Centre,Midlands,322587.66,131237.81666666665,76261.54000000001,2381.5099999999998,2392,21656.31,231707.04,233929.17666666667,88658.48333333331,0.2748353217644262
2025-07-01,S009,Derby Care & Education Centre,Midlands,384872.18,206326.45999999996,34618.939999999995,5454.36,12718,28482.85,293822.55,287600.6099999999,97271.57000000007,0.25273733736743476
2025-07-01,S010,Coventry Care & Education Centre,Midlands,334834.78,181150.77333333335,29908.54,2344.94,3900,21320.84,231149.42,238625.09333333335,96209.68666666668,0.2873348063384176
2025-07-01,S011,London Care & Education Centre,South,351844.58,143173.27666666667,67061.87999999999,3022.5200000000004,3822,25723.19,239831.42,242802.86666666667,109041.71333333335,0.3099144324841762
2025-07-01,S012,Bristol Care & Education Centre,South,360975.73,116657.94999999998,91438.25,2613.81,1648,19952.82,240337.92,232310.83,128664.9,0.3564364285654329
2025-07-01,S013,Reading Care & Education Centre,South,307368.72,175140.13,12622.74,3797.45,4856,24794.59,214458.04,221210.91,86157.80999999997,0.28030767086514197
2025-07-01,S014,Southampton Care & Education Centre,South,302351.76,124791.99666666667,67324.61,3293.7799999999997,7363,18271.52,225678.65,221044.90666666668,81306.85333333333,0.2689147677967323
2025-07-01,S015,Brighton Care & Education Centre,South,351251.8,135569.10333333333,81933.84,3222.8199999999997,2714,29480.57,252482.58,252920.33333333334,98331.46666666665,0.27994580146398296
2025-07-01,S016,Cardiff Care & Education Centre,Wales,426143.56,170117.37333333332,81108.13,3423.02,7224,27408.91,280819.06,289281.4333333333,136862.1266666667,0.3211643669252369
2025-07-01,S017,Swansea Care & Education Centre,Wales,311690.83,150233.2633333333,44102.88,2293.26,6384,17772.6,212444.69,220786.00333333333,90904.82666666669,0.29165062913999323
2025-07-01,S018,Newport Care & Education Centre,Wales,332315.87,99956.93,115715.25,5181.990000000001,5004,21078.1,256487.65,246936.27,85379.6,0.25692302928536037
2025-07-01,S019,Wrexham Care & Education Centre,Wales,335817.17,146653.34666666668,69232.18,3466.3200000000006,8333,27645.0,262515.58,255329.84666666668,80487.3233333333,0.23967602172733846
2025-07-01,S020,Bangor Care & Education Centre,Wales,551620.5,165375.9,151904.41,4637.2300000000005,8369,34496.16,373446.49,364782.69999999995,186837.80000000005,0.3387071365186755
2025-08-01,S001,Preston Care & Education Centre,North,437671.07,227366.8,32232.9,3343.6,6784,37115.03,294718.85,306842.32999999996,130828.74000000005,0.29892023706296156
2025-08-01,S002,Manchester Care & Education Centre,North,416141.64,177034.55666666667,61007.9,3795.05,3790,29589.96,266594.31,275217.4666666667,140924.17333333334,0.3386447300331044
2025-08-01,S003,Leeds Care & Education Centre,North,433894.31,189490.19666666666,62308.43,4629.01,13243,36646.43,305856.37,306317.06666666665,127577.24333333335,0.2940283852381778
2025-08-01,S004,Newcastle Care & Education Centre,North,401059.01,180430.25333333336,67071.13,3928.51,1840,28781.95,275189.72,282051.8433333334,119007.16666666663,0.2967323104564254
2025-08-01,S005,Sheffield Care & Education Centre,North,303023.82,144455.77333333335,51852.12,2191.4300000000003,7448,21919.28,234838.93,227866.60333333333,75157.21666666667,0.24802412122804957
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,288854.65,141004.81333333332,38306.369999999995,3613.2,3824,23952.33,217397.04,210700.71333333332,78153.9366666667,0.27056492483907285
2025-08-01,S007,Nottingham Care & Education Centre,Midlands,493691.51,239914.10666666666,45615.59999999999,2991.8900000000003,1652,31199.29,311986.48,321372.88666666666,172318.62333333335,0.34904109113266574
2025-08-01,S008,Leicester Care & Education Centre,Midlands,299820.14,144735.44999999998,31000.53,4688.56,1955,23618.59,211811.26,205998.12999999998,93822.01000000004,0.31292764388676503
2025-08-01,S009,Derby Care & Education Centre,Midlands,295332.58,71549.74333333332,99770.56,4299.79,6412,20008.68,196339.58,202040.77333333332,93291.8066666667,0.31588728431745217
2025-08-01,S010,Coventry Care & Education Centre,Midlands,345257.09,113901.02666666667,108184.93,3654.5200000000004,7550,20694.27,247968.17,253984.74666666664,91272.34333333338,0.2643605185148649
2025-08-01,S011,London Care & Education Centre,South,463449.52,196457.4966666667,102361.90000000002,3100.17,3417,35714.57,351541.81,341051.1366666667,122398.3833333333,0.26410294552324337
2025-08-01,S012,Bristol Care & Education Centre,South,278419.34,126439.48666666666,46560.259999999995,5384.99,2128,18905.37,202551.91,199418.10666666663,79001.2333333334,0.28374908630030293
2025-08-01,S013,Reading Care & Education Centre,South,310345.37,149844.15666666665,29998.32,4077.3500000000004,4515,25135.48,214122.0,213570.30666666667,96775.06333333332,0.31183021461971006
2025-08-01,S014,Southampton Care & Education Centre,South,379626.02,200678.27333333332,32664.399999999998,3674.41,4088,24869.54,272762.32,265974.6233333333,113651.39666666673,0.29937725729829245
2025-08-01,S015,Brighton Care & Education Centre,South,253122.71,150535.70333333334,2195.86,4430.97,12085,21389.38,197469.16,190636.91333333333,62485.79666666666,0.2468597016311443
2025-08-01,S016,Cardiff Care & Education Centre,Wales,238493.75,146346.27666666667,6210.68,2326.83,4409,14032.38,175706.64,173325.16666666666,65168.58333333334,0.273250696646488
2025-08-01,S017,Swansea Care & Education Centre,Wales,348348.46,169946.22333333336,34326.61,3849.5200000000004,4600,21589.53,231018.37,234311.88333333336,114036.57666666666,0.32736351602262476
